City_ID,City,Country,Max Temp,Description,Lat,Lng,Hotel Name
568,Barcelos,PT,79.84,scattered clouds,41.5388,-8.6151,Hotel Restaurante Bagoeira
569,Dawson,US,81.82,clear sky,31.7735,-84.4466,Country Hearth Inn & Suites Dawson
570,Bose,IT,92.25,clear sky,45.4612,8.0137,Locanda Borgo Antico
572,Krasnyy Kholm,RU,79.05,clear sky,58.0607,37.1203,
574,Milledgeville,US,88.43,clear sky,33.0801,-83.2321,Hampton Inn Milledgeville
575,Chippewa Falls,US,71.98,overcast clouds,44.9369,-91.3929,AmericInn by Wyndham Chippewa Falls
577,Davila,PH,83.52,heavy intensity rain,18.4726,120.5763,Blue Ridge Beach Resort
578,Peniche,PT,73.29,few clouds,39.3558,-9.3811,Hotel Star inn Peniche
579,Malkangiri,IN,76.5,moderate rain,18.35,81.9,MR-SAGAR_KUMAR_RTR™
580,Bawal,IN,93.61,broken clouds,28.0833,76.5833,Hotel Green Orch
581,Marrakesh,MA,91.47,scattered clouds,31.6315,-8.0083,Les Jardins de La Koutoubia
583,San Policarpo,PH,81.75,overcast clouds,12.1791,125.5072,Agapita M. Nicart
584,Namibe,AO,73.38,clear sky,-15.1961,12.1522,Hotel Chik Chik Namibe
585,Myslenice,PL,85.98,broken clouds,49.8338,19.9383,Black & White
586,Mgandu,TZ,73.8,clear sky,-5.95,34.1333,
587,Semey,KZ,79.02,clear sky,50.4111,80.2275,Grand Hotel Semey
588,Uong Bi,VN,87.78,overcast clouds,21.0333,106.7833,khach san Trung lien
589,Vila Do Maio,CV,81.39,broken clouds,15.1333,-23.2167,Hotel Marilu
590,Palu,ID,76.32,moderate rain,-0.8917,119.8707,Hotel Santika Palu
591,Jeremie,HT,85.8,scattered clouds,18.65,-74.1167,Auberge’Inn
593,Ojinaga,MX,86.58,clear sky,29.5667,-104.4167,Suites Las Palmas
595,Lipay,PH,82.06,overcast clouds,15.4561,119.9208,Villa Raphael Resort
596,Sindi,IN,81.48,overcast clouds,20.8,78.8667,Vaibhav Kudmati
597,Eyl,SO,86.68,broken clouds,7.9803,49.8164,Amiin Hotel
598,Shingu,JP,75.22,light rain,33.7333,135.9833,Shingu UI Hotel
600,Gazanjyk,TM,86.27,overcast clouds,39.2446,55.5154,Railway motel
602,Barentu,ER,87.49,broken clouds,15.1139,37.5928,
604,Mae Sai,TH,74.75,overcast clouds,20.4335,99.8762,Piyaporn Hill Paradise Hotel
606,Asfi,MA,71.69,clear sky,32.2994,-9.2372,Hôtel Abda
607,Mersing,MY,80.51,few clouds,2.4312,103.8405,Timotel Hotel
608,Makakilo City,US,74.68,overcast clouds,21.3469,-158.0858,Marriott's Ko Olina Beach Club
609,Lubbock,US,84.38,scattered clouds,33.6001,-101.8338,La Quinta Inn by Wyndham Lubbock - Downtown Civic Center
612,Hami,CN,83.73,few clouds,42.8,93.45,Laoyutang Resort
613,Ambilobe,MG,74.16,scattered clouds,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
615,Taquarituba,BR,78.13,clear sky,-23.5331,-49.2444,Lady Laura Hotel
618,Mweka,CD,94.1,scattered clouds,-4.85,21.5667,Guest House Boshab
619,Muisne,EC,74.7,light rain,0.6,-80.0333,Quinta Samay
620,Miri,MY,80.74,few clouds,4.4148,114.0089,"Mega Hotel, Miri"
621,Yumen,CN,82.09,overcast clouds,40.2833,97.2,
625,Moerai,PF,72.1,scattered clouds,-22.4333,-151.3333,Le Manotel
626,Aquiraz,BR,85.44,overcast clouds,-3.9014,-38.3911,Pousada Rua Camurupim
628,Spijkenisse,NL,72.05,broken clouds,51.845,4.3292,Carlton Oasis
629,Hauterive,FR,84.96,broken clouds,46.0901,3.4459,Aletti Palace Hotel
631,Tomatlan,MX,83.61,few clouds,19.9333,-105.25,El Salvial
633,Domoni,KM,75.63,broken clouds,-12.2569,44.5319,Al Djadid
635,Hurricane,US,85.33,clear sky,37.1753,-113.2899,Super 8 by Wyndham Hurricane Zion National Park
636,Luena,AO,78.51,clear sky,-11.7833,19.9167,Hotel Kandamba
637,Changping,CN,73.04,overcast clouds,40.2186,116.2197,Huachang Hotel
638,Kunigal,IN,71.6,light rain,13.0222,77.0267,New Durga lodge
639,Altamira,BR,82.49,broken clouds,-3.2033,-52.2064,Requinte Hotel
642,Auki,SB,76.75,clear sky,-8.7676,160.7034,Auki Motel
644,Cayenne,GF,87.84,broken clouds,4.9333,-52.3333,Hôtel Le Dronmi
645,Meiganga,CM,75.42,moderate rain,6.5167,14.3,DFR HOUSE
646,Bambanglipuro,ID,77.27,few clouds,-7.95,110.2833,Puri Brata
647,Lahaina,US,75.81,scattered clouds,20.8783,-156.6825,Lahaina Shores Beach Resort
649,Snezhnogorsk,RU,78.58,overcast clouds,69.1933,33.2531,Severnoye Siyaniye
652,Benbrook,US,89.85,few clouds,32.6732,-97.4606,Courtyard by Marriott Fort Worth West at Cityview
654,Kudat,MY,77.29,few clouds,6.8837,116.8477,Dream Garden Hotel
656,Dongdu,CN,75.85,light rain,35.85,117.7,Dushi 118 Hotel
657,Luanda,AO,75.2,clear sky,-8.8368,13.2343,EPIC SANA Luanda
662,Pangkalanbuun,ID,78.44,overcast clouds,-2.6833,111.6167,Grand Kecubung Hotel
664,Zacatepec,MX,81.43,broken clouds,18.65,-99.2,Villas El Paraíso
665,Bozoum,CF,80.04,broken clouds,6.3193,16.3799,
666,Indramayu,ID,80.69,scattered clouds,-6.3264,108.32,Grand Trisula Hotel
668,Corner Brook,CA,71.76,scattered clouds,48.9667,-57.9484,Glynmill Inn
669,Kasongo-Lunda,CD,95.02,clear sky,-6.4667,16.8167,
673,Mata,PT,87.93,clear sky,40.683,-7.4592,Hostel EntryFik
674,Marsh Harbour,BS,81.88,overcast clouds,26.5412,-77.0636,Abaco Beach Resort
675,Krasnaya Gora,RU,79.43,overcast clouds,52.9995,31.6023,
676,Benidorm,ES,86.49,broken clouds,38.5382,-0.131,Medplaya Hotel Flamingo Oasis
